"rotten_tomatoes_link","movie_title","original_release_date","content_rating","tomatometer_status","tomatometer_rating","tomatometer_count","audience_status","audience_rating","audience_count","gender","num_of_gender","num_of_casts","gender_rato_percentage","release_year","rating"
"m/shocker","Shocker",1989-10-27,"R","Rotten",24,21,"Spilled",31,11866,"Male",12,19,63,1989,"R"
"m/sidewalk_stories","Sidewalk Stories",1989-01-01,"R","Fresh",100,6,"Upright",74,126,"Male",8,9,89,1989,"R"
"m/1019128-skin_deep","Skin Deep",1989-03-03,"R","Rotten",38,16,"Spilled",56,2814,"Male",13,25,52,1989,"R"
"m/slaves_of_new_york","Slaves of New York",1989-03-17,"R","Rotten",22,9,"Upright",69,878,"Male",16,26,62,1989,"R"
"m/sleepaway_camp_iii_teenage_wasteland","Sleepaway Camp III: Teenage Wasteland",1989-01-01,"R","Rotten",13,8,"Spilled",30,7890,"Male",3,6,50,1989,"R"
"m/society","Society",1989-01-01,"R","Fresh",62,13,"Spilled",52,4128,"Male",5,10,50,1989,"R"
"m/star_trek_v_the_final_frontier","Star Trek V - The Final Frontier",1989-06-09,"PG","Rotten",21,48,"Spilled",24,58600,"Male",12,15,80,1989,"PG"
"m/steel_magnolias","Steel Magnolias",1989-11-22,"PG","Fresh",68,31,"Upright",89,175831,"Male",7,17,41,1989,"PG"
"m/stepfather_ii","Stepfather II",1989-11-03,"R","Rotten",0,5,"Spilled",33,2838,"Male",3,7,43,1989,"R"
"m/tango_and_cash","Tango & Cash",1989-12-22,"R","Rotten",30,47,"Spilled",52,60086,"Male",22,26,85,1989,"R"
"m/tap","Tap",1989-02-10,"PG-13","Rotten",50,8,"Upright",69,2070,"Male",6,10,60,1989,"PG-13"
"m/teen_witch","Teen Witch",1989-09-02,"PG-13","Rotten",44,9,"Upright",74,12514,"Male",8,16,50,1989,"PG-13"
"m/tetsuo-the-ironman","Tetsuo: The Ironman",1989-01-01,"R","Fresh",79,14,"Upright",76,10309,"Male",2,2,100,1989,"R"
"m/the_burbs","The 'Burbs",1989-02-17,"PG","Rotten",53,38,"Upright",71,60873,"Male",12,17,71,1989,"PG"
"m/big_picture","The Big Picture",1989-09-15,"PG","Fresh",87,23,"Spilled",45,3289,"Male",20,32,62,1989,"PG"
"m/the_church","The Church (La Chiesa)",1989-03-10,"R","Fresh",64,11,"Spilled",49,2479,"Male",5,6,83,1989,"R"
"m/cook_the_thief_his_wife_and_her_lover","The Cook, the Thief, His Wife & Her Lover",1989-09-11,"NC17","Certified-Fresh",85,48,"Upright",88,21571,"Male",13,18,72,1989,"NC17"
"m/1006287-dream_team","The Dream Team",1989-04-07,"PG-13","Rotten",57,14,"Upright",61,8275,"Male",25,31,81,1989,"PG-13"
"m/the_horror_show_1989","The Horror Show",1989-04-28,"R","Rotten",0,8,"Spilled",27,1432,"Male",9,9,100,1989,"R"
"m/january_man","The January Man",1989-01-13,"R","Rotten",25,16,"Spilled",28,3660,"Male",14,19,74,1989,"R"
"m/the_karate_kid_part_iii","The Karate Kid, Part III",1989-06-30,"PG","Rotten",15,33,"Spilled",35,58997,"Male",6,9,67,1989,"PG"
"m/the_little_mermaid_1989","The Little Mermaid",1989-01-01,"G","Certified-Fresh",93,71,"Upright",88,900315,"Male",14,21,67,1989,"G"
"m/mighty_quinn","The Mighty Quinn",1989-02-16,"R","Fresh",88,16,"Spilled",48,6250,"Male",13,18,72,1989,"R"
"m/package","The Package",1989-08-25,"R","Fresh",60,15,"Spilled",44,4256,"Male",25,33,76,1989,"R"
"m/1016239-phantom_of_the_opera","The Phantom of the Opera",1989-06-01,"R","Rotten",38,13,"Spilled",53,49310,"Male",7,10,70,1989,"R"
"m/return_of_swamp_thing","The Return of Swamp Thing",1989-05-12,"PG-13","Rotten",44,9,"Spilled",28,3716,"Male",5,8,62,1989,"PG-13"
"m/war_of_the_roses","The War of the Roses",1989-12-08,"R","Certified-Fresh",85,40,"Upright",71,40820,"Male",13,22,59,1989,"R"
"m/wizard","The Wizard",1989-12-15,"PG","Rotten",32,22,"Upright",60,20462,"Male",10,13,77,1989,"PG"
"m/three_fugitives","Three Fugitives",1989-01-27,"PG-13","Rotten",14,14,"Spilled",50,8408,"Male",16,20,80,1989,"PG-13"
"m/triumph_of_the_spirit","Triumph of the Spirit",1989-12-08,"R","Rotten",50,6,"Spilled",52,1246,"Male",9,11,82,1989,"R"
"m/troop_beverly_hills","Troop Beverly Hills",1989-03-22,"PG","Rotten",25,16,"Upright",62,31161,"Male",14,35,40,1989,"PG"
"m/true_believer","True Believer",1989-01-01,"R","Fresh",95,22,"Upright",63,2646,"Male",17,21,81,1989,"R"
"m/turner_and_hooch","Turner and Hooch",1989-07-28,"PG","Rotten",52,29,"Spilled",51,190009,"Male",15,21,71,1989,"PG"
"m/uhf","UHF",1989-01-01,"PG","Fresh",64,25,"Upright",77,50658,"Male",17,21,81,1989,"PG"
"m/uncle_buck","Uncle Buck",1989-08-16,"PG","Fresh",61,23,"Upright",76,199946,"Male",12,25,48,1989,"PG"
"m/valmont","Valmont",1989-11-01,"R","Rotten",55,29,"Upright",69,9477,"Male",7,13,54,1989,"R"
"m/vampires_kiss","Vampire's Kiss",1989-06-02,"R","Fresh",61,23,"Spilled",53,9028,"Male",11,18,61,1989,"R"
"m/1023286-were_no_angels","We're No Angels",1989-12-15,"PG-13","Rotten",47,19,"Spilled",41,8685,"Male",17,21,81,1989,"PG-13"
"m/weekend_at_bernies","Weekend at Bernie's",1989-07-05,"PG-13","Rotten",54,24,"Spilled",57,56918,"Male",13,15,87,1989,"PG-13"
"m/when_harry_met_sally","When Harry Met Sally",1989-07-12,"R","Certified-Fresh",91,74,"Upright",89,396030,"Male",6,15,40,1989,"R"
"m/whos_harry_crumb","Who's Harry Crumb?",1989-02-03,"PG-13","Rotten",27,11,"Spilled",46,18623,"Male",14,27,52,1989,"PG-13"
"m/winter_people","Winter People",1989-04-14,"PG-13","Rotten",11,9,"Spilled",50,964,"Male",12,15,80,1989,"PG-13"
"m/18_again","18 Again!",1988-04-08,"PG","Rotten",29,7,"Spilled",46,9324,"Male",14,21,67,1988,"PG"
"m/fish_called_wanda","A Fish Called Wanda",1988-07-15,"R","Certified-Fresh",95,66,"Upright",84,181200,"Male",9,13,69,1988,"R"
"m/new_life","A New Life",1988-03-25,"PG-13","Rotten",29,7,"Spilled",28,124,"Male",9,18,50,1988,"PG-13"
"m/a_nightmare_on_elm_street_4_the_dream_master","A Nightmare on Elm Street 4: The Dream Master",1988-08-19,"R","Rotten",53,30,"Spilled",43,246613,"Male",9,16,56,1988,"R"
"m/above_the_law","Above the Law",1988-01-01,"R","Rotten",53,17,"Spilled",48,45187,"Male",18,21,86,1988,"R"
"m/action_jackson","Action Jackson",1988-02-12,"R","Rotten",13,15,"Spilled",32,11073,"Male",21,24,88,1988,"R"
"m/alien_nation","Alien Nation",1988-10-07,"R","Rotten",53,30,"Spilled",44,15907,"Male",15,18,83,1988,"R"
"m/1000915-and_god_created_woman","And God Created Woman",1988-01-01,"R","Rotten",38,8,"Spilled",33,1598,"Male",9,12,75,1988,"R"
"m/another_woman","Another Woman",1988-10-14,"PG","Fresh",64,25,"Upright",75,5502,"Male",8,15,53,1988,"PG"
"m/aria","Aria",1988-01-01,"R","Rotten",50,12,"Spilled",47,2273,"Male",13,25,52,1988,"R"
"m/arthur_2_on_the_rocks","Arthur 2: On the Rocks",1988-07-08,"PG","Rotten",13,23,"Spilled",31,7492,"Male",16,21,76,1988,"PG"
"m/bagdad_cafe","Bagdad Cafe",1988-04-29,"PG","Fresh",85,20,"Upright",88,7383,"Male",5,8,62,1988,"PG"
"m/bat_21","Bat 21",1988-10-21,"R","Fresh",81,16,"Spilled",58,8380,"Male",9,9,100,1988,"R"
"m/beaches","Beaches",1988-12-21,"PG-13","Rotten",40,42,"Upright",88,71210,"Male",12,21,57,1988,"PG-13"
"m/beetlejuice","Beetlejuice",1988-03-30,"PG","Certified-Fresh",85,59,"Upright",82,917093,"Male",13,21,62,1988,"PG"
"m/1002205-betrayed","Betrayed",1988-08-26,"R","Rotten",42,12,"Spilled",52,739,"Male",15,19,79,1988,"R"
"m/big","Big",1988-01-01,"PG","Certified-Fresh",97,74,"Upright",82,401978,"Male",16,22,73,1988,"PG"
"m/1002310-big_business","Big Business",1988-06-10,"PG","Rotten",44,18,"Upright",69,20086,"Male",21,27,78,1988,"PG"
"m/big_top_pee_wee","Big Top Pee-wee",1988-07-22,"PG","Rotten",35,20,"Spilled",30,30013,"Male",11,20,55,1988,"PG"
"m/biloxi_blues","Biloxi Blues",1988-03-25,"PG-13","Fresh",78,27,"Upright",62,10030,"Male",9,12,75,1988,"PG-13"
"m/bird","Bird",1988-10-01,"R","Fresh",83,23,"Upright",79,6251,"Male",23,31,74,1988,"R"
"m/bloodsport","Bloodsport",1988-02-26,"R","Rotten",40,25,"Upright",74,68515,"Male",10,11,91,1988,"R"
"m/bull_durham","Bull Durham",1988-06-15,"R","Certified-Fresh",97,71,"Upright",82,51136,"Male",11,13,85,1988,"R"
"m/caddyshack_2","Caddyshack II",1988-07-22,"PG","Rotten",4,24,"Spilled",18,27421,"Male",12,20,60,1988,"PG"
"m/camille_claudel","Camille Claudel",1988-12-07,"R","Fresh",100,11,"Upright",88,5074,"Male",8,11,73,1988,"R"
"m/casual_sex","Casual Sex?",1988-04-22,"R","Rotten",33,12,"Spilled",29,6632,"Male",14,23,61,1988,"R"
"m/cherry_2000","Cherry 2000",1988-02-05,"PG-13","Rotten",38,21,"Spilled",41,7473,"Male",12,18,67,1988,"PG-13"
"m/childs_play","Child's Play",1988-11-09,"R","Fresh",71,49,"Upright",63,267567,"Male",11,13,85,1988,"R"
"m/cinema_paradiso","Cinema Paradiso (Nuovo Cinema Paradiso)",1988-10-17,"R","Certified-Fresh",90,78,"Upright",97,65553,"Male",6,9,67,1988,"R"
"m/clean_and_sober","Clean and Sober",1988-08-10,"R","Fresh",62,13,"Upright",62,5743,"Male",10,17,59,1988,"R"
"m/cocktail","Cocktail",1988-07-29,"R","Rotten",7,44,"Spilled",58,107061,"Male",18,25,72,1988,"R"
"m/cocoon_the_return","Cocoon: The Return",1988-11-23,"PG","Rotten",33,12,"Spilled",35,19489,"Male",15,24,62,1988,"PG"
"m/1004485-colors","Colors",1988-04-15,"R","Fresh",82,34,"Upright",72,28445,"Male",31,35,89,1988,"R"
"m/coming_to_america","Coming to America",1988-06-29,"R","Fresh",65,43,"Upright",85,268055,"Male",17,27,63,1988,"R"
"m/cop","Cop",1988-03-01,"R","Fresh",83,18,"Spilled",48,1946,"Male",7,12,58,1988,"R"
"m/critters_2_the_main_course","Critters 2: The Main Course",1988-04-29,"PG-13","Rotten",25,12,"Spilled",36,19294,"Male",11,15,73,1988,"PG-13"
"m/crocodile_dundee_2","Crocodile Dundee II",1988-05-25,"PG","Rotten",10,31,"Spilled",38,264428,"Male",15,17,88,1988,"PG"
"m/crossing_delancey","Crossing Delancey",1988-01-01,"PG","Fresh",88,25,"Upright",78,2210,"Male",6,18,33,1988,"PG"
"m/crusoe","Crusoe",1988-06-01,"PG-13","Fresh",67,6,"Spilled",43,352,"Male",10,10,100,1988,"PG-13"
"m/1005199-dangerous_liaisons","Dangerous Liaisons",1988-01-01,"R","Fresh",93,30,"Upright",83,46589,"Male",4,9,44,1988,"R"
"m/1005399-dead_heat","Dead Heat",1988-05-06,"R","Rotten",11,9,"Spilled",49,6206,"Male",15,19,79,1988,"R"
"m/dead_ringers","Dead Ringers",1988-09-23,"R","Certified-Fresh",83,41,"Upright",82,21970,"Male",8,14,57,1988,"R"
"m/die_hard","Die Hard",1988-07-15,"R","Certified-Fresh",94,77,"Upright",94,573812,"Male",20,26,77,1988,"R"
"m/dirty_rotten_scoundrels","Dirty Rotten Scoundrels",1988-12-14,"PG","Fresh",89,37,"Upright",84,48704,"Male",5,11,45,1988,"PG"
"m/1005967-distant_thunder","Distant Thunder",1988-11-11,"R","Rotten",43,7,"Spilled",45,345,"Male",13,17,76,1988,"R"
"m/eight_men_out","Eight Men Out",1988-09-02,"PG","Certified-Fresh",86,51,"Upright",80,12684,"Male",29,32,91,1988,"PG"
"m/elvira_mistress_of_the_dark","Elvira, Mistress of the Dark",1988-09-30,"PG-13","Rotten",50,20,"Upright",65,10388,"Male",15,22,68,1988,"PG-13"
"m/ernest_saves_christmas","Ernest Saves Christmas",1988-11-11,"PG","Rotten",36,14,"Spilled",42,48212,"Male",7,11,64,1988,"PG"
"m/everybodys_allamerican","Everybody's All-American",1988-11-04,"R","Rotten",42,31,"Spilled",46,1821,"Male",12,16,75,1988,"R"
"m/cry_in_the_dark","Evil Angels (A Cry in the Dark)",1988-11-04,"PG-13","Fresh",93,28,"Upright",74,7989,"Male",9,12,75,1988,"PG-13"
"m/for_keeps","For Keeps",1988-01-15,"PG-13","Rotten",17,12,"Upright",71,9283,"Male",15,25,60,1988,"PG-13"
"m/1007832-frantic","Frantic",1988-02-26,"R","Certified-Fresh",76,42,"Upright",64,22087,"Male",15,18,83,1988,"R"
"m/friday_the_13th_part_7_the_new_blood","Friday the 13th Part VII - The New Blood",1988-05-13,"R","Rotten",35,23,"Spilled",37,60618,"Male",7,13,54,1988,"R"
"m/1007990-funny_farm","Funny Farm",1988-06-03,"PG","Fresh",65,20,"Spilled",50,25811,"Male",16,19,84,1988,"PG"
"m/ghoulies_2","Ghoulies II",1988-06-01,"PG-13","Rotten",0,6,"Spilled",29,7558,"Male",14,17,82,1988,"PG-13"
"m/gorillas_in_the_mist","Gorillas in the Mist: The Story of Dian Fossey",1988-09-23,"PG-13","Fresh",83,18,"Upright",74,27454,"Male",8,11,73,1988,"PG-13"
"m/1009096-hairspray","Hairspray",1988-02-26,"PG","Certified-Fresh",98,42,"Upright",80,64156,"Male",12,19,63,1988,"PG"
"m/halloween_4_the_return_of_michael_myers","Halloween 4: The Return of Michael Myers",1988-01-01,"R","Rotten",29,28,"Spilled",53,69183,"Male",7,12,58,1988,"R"
"m/heathers","Heathers",1988-06-01,"R","Certified-Fresh",93,57,"Upright",83,75459,"Male",9,17,53,1988,"R"
"m/hellbound_hellraiser_ii","Hellbound: Hellraiser II",1988-12-23,"R","Rotten",50,30,"Spilled",58,47657,"Male",6,9,67,1988,"R"
"m/hero_and_the_terror","Hero and the Terror",1988-08-26,"R","Rotten",0,6,"Spilled",37,4176,"Male",12,15,80,1988,"R"
"m/high_spirits","High Spirits",1988-11-18,"PG-13","Rotten",27,15,"Spilled",59,7439,"Male",8,12,67,1988,"PG-13"
"m/im_gonna_git_you_sucka","I'm Gonna Git You Sucka",1988-01-01,"R","Fresh",64,28,"Upright",70,10775,"Male",28,34,82,1988,"R"
"m/imagine","Imagine: John Lennon",1988-10-07,"R","Fresh",92,13,"Upright",91,5040,"Male",10,11,91,1988,"R"
"m/johnny_be_good","Johnny Be Good",1988-03-25,"R","Rotten",0,15,"Spilled",30,7461,"Male",17,22,77,1988,"R"
"m/1011392-kansas","Kansas",1988-01-01,"R","Rotten",20,10,"Spilled",19,1402,"Male",14,17,82,1988,"R"
"m/killer_klowns_from_outer_space","Killer Klowns from Outer Space",1988-01-01,"PG-13","Fresh",75,24,"Spilled",59,43277,"Male",4,5,80,1988,"PG-13"
"m/lady_in_white","Lady in White",1988-04-22,"PG-13","Fresh",69,16,"Upright",69,5751,"Male",9,12,75,1988,"PG-13"
"m/license_to_drive","License to Drive",1988-07-06,"PG-13","Rotten",17,18,"Upright",61,21465,"Male",8,12,67,1988,"PG-13"
"m/little_nikita","Little Nikita",1988-01-01,"PG","Rotten",54,13,"Spilled",45,5196,"Male",12,17,71,1988,"PG"
"m/maniac_cop","Maniac Cop",1988-05-13,"R","Rotten",50,14,"Spilled",39,8198,"Male",14,18,78,1988,"R"
"m/married_to_the_mob","Married to the Mob",1988-08-19,"R","Certified-Fresh",89,47,"Spilled",48,8074,"Male",24,32,75,1988,"R"
"m/1013488-masquerade","Masquerade",1988-03-11,"R","Rotten",50,16,"Spilled",50,1535,"Male",12,17,71,1988,"R"
"m/midnight_crossing","Midnight Crossing",1988-01-01,"R","Rotten",40,5,"Spilled",38,162,"Male",3,5,60,1988,"R"
"m/midnight_run","Midnight Run",1988-07-11,"R","Certified-Fresh",94,53,"Upright",87,24991,"Male",17,20,85,1988,"R"
"m/mississippi_burning","Mississippi Burning",1988-12-09,"R","Fresh",84,25,"Upright",90,39455,"Male",23,26,88,1988,"R"
"m/monkey_shines_an_experiment_in_fear","Monkey Shines: An Experiment in Fear",1988-01-01,"R","Rotten",53,32,"Spilled",40,7436,"Male",6,11,55,1988,"R"
"m/moon_over_parador","Moon over Parador",1988-09-09,"PG-13","Rotten",42,12,"Spilled",47,2669,"Male",15,19,79,1988,"PG-13"
"m/mr_north","Mr. North",1988-07-22,"PG","Rotten",50,8,"Spilled",41,214,"Male",9,15,60,1988,"PG"
"m/my_stepmother_is_an_alien","My Stepmother Is an Alien",1988-12-01,"PG-13","Rotten",19,16,"Spilled",30,37919,"Male",8,14,57,1988,"PG-13"
"m/mystic_pizza","Mystic Pizza",1988-10-01,"R","Fresh",75,24,"Spilled",55,43824,"Male",4,10,40,1988,"R"
"m/night_of_the_demons","Night of the Demons",1988-09-09,"R","Rotten",36,11,"Spilled",55,12785,"Male",4,9,44,1988,"R"
"m/oliver_and_company","Oliver & Company",1988-11-18,"G","Rotten",50,50,"Upright",62,79683,"Male",9,11,82,1988,"G"
"m/pelle_the_conqueror","Pelle the Conqueror (Pelle Erobreren)",1988-12-21,"PG-13","Fresh",88,24,"Upright",89,3999,"Male",6,8,75,1988,"PG-13"
"m/permanent_record","Permanent Record",1988-01-01,"PG-13","Rotten",50,14,"Upright",69,2697,"Male",10,14,71,1988,"PG-13"
"m/phantasm_ii","Phantasm II",1988-07-08,"R","Rotten",38,16,"Spilled",57,8504,"Male",5,8,62,1988,"R"
"m/police_academy_5_assignment_miami_beach","Police Academy 5: Assignment Miami Beach",1988-03-18,"PG","Rotten",0,7,"Spilled",33,49691,"Male",12,15,80,1988,"PG"
"m/police_story_2","Police Story 2 (Ging chaat goo si juk jaap) (Police Force II)",1988-08-20,"PG-13","Fresh",83,18,"Upright",77,9827,"Male",1,2,50,1988,"PG-13"
"m/promised_land_1987","Promised Land",1988-01-22,"R","Fresh",73,11,"Spilled",44,53,"Male",7,12,58,1988,"R"
"m/1016897-pulse","Pulse",1988-01-01,"PG-13","Fresh",62,13,"Spilled",30,2718,"Male",9,11,82,1988,"PG-13"
"m/pumpkinhead","Pumpkinhead",1988-10-14,"R","Fresh",65,23,"Spilled",48,19247,"Male",6,11,55,1988,"R"
"m/punchline","Punchline",1988-09-30,"R","Rotten",56,18,"Spilled",42,7270,"Male",12,19,63,1988,"R"
"m/rain_man","Rain Man",1988-12-16,"R","Certified-Fresh",89,80,"Upright",90,314120,"Male",13,22,59,1988,"R"
"m/rambo_iii","Rambo III",1988-06-01,"R","Rotten",39,36,"Spilled",45,77409,"Male",9,10,90,1988,"R"
"m/1017328-red_heat","Red Heat",1988-06-17,"R","Fresh",67,24,"Spilled",37,37045,"Male",20,21,95,1988,"R"
"m/rentacop","Rent-A-Cop",1988-01-01,"R","Rotten",15,13,"Spilled",18,3363,"Male",14,16,88,1988,"R"
"m/return_of_the_killer_tomatoes_the_sequel","Return of the Killer Tomatoes!",1988-10-13,"PG","Rotten",0,6,"Spilled",49,8227,"Male",5,6,83,1988,"PG"
"m/return_of_the_living_dead_2","Return of the Living Dead Part II",1988-01-08,"R","Rotten",0,20,"Spilled",44,22526,"Male",9,10,90,1988,"R"
"m/running_on_empty","Running on Empty",1988-09-07,"PG-13","Fresh",85,13,"Upright",68,10445,"Male",7,17,41,1988,"PG-13"
"m/scarecrows","Scarecrows",1988-02-01,"R","Rotten",42,12,"Spilled",37,1201,"Male",4,4,100,1988,"R"
"m/school_daze","School Daze",1988-02-12,"R","Rotten",56,27,"Upright",80,8967,"Male",17,26,65,1988,"R"
"m/scrooged","Scrooged",1988-11-23,"PG-13","Fresh",71,48,"Upright",71,77484,"Male",29,45,64,1988,"PG-13"
"m/1018704-shakedown","Shakedown",1988-05-06,"R","Fresh",63,8,"Spilled",40,1447,"Male",25,31,81,1988,"R"
"m/shes_having_a_baby","She's Having a Baby",1988-02-05,"PG-13","Rotten",40,40,"Spilled",52,12077,"Male",12,25,48,1988,"PG-13"
"m/short_circuit_2","Short Circuit 2",1988-07-06,"PG","Rotten",38,13,"Spilled",54,54785,"Male",15,17,88,1988,"PG"
"m/sleepaway_camp_ii_unhappy_campers","Sleepaway Camp II: Unhappy Campers",1988-11-16,"R","Rotten",55,11,"Spilled",42,8953,"Male",3,6,50,1988,"R"
"m/some_girls","Some Girls",1988-09-09,"R","Rotten",50,6,"Spilled",41,897,"Male",3,7,43,1988,"R"
"m/someone_to_love","Someone to Love",1988-04-21,"R","Fresh",71,7,"Spilled",55,128,"Male",6,11,55,1988,"R"
"m/stand_and_deliver","Stand and Deliver",1988-01-01,"PG","Fresh",82,22,"Upright",79,15899,"Male",7,10,70,1988,"PG"
"m/stealing_home","Stealing Home",1988-08-26,"PG-13","Rotten",20,10,"Upright",78,5388,"Male",9,18,50,1988,"PG-13"
"m/stormy_monday","Stormy Monday",1988-05-01,"R","Fresh",75,16,"Spilled",47,1422,"Male",7,10,70,1988,"R"
"m/sunset","Sunset",1988-04-29,"R","Rotten",23,13,"Spilled",30,2688,"Male",29,38,76,1988,"R"
"m/sweet_hearts_dance","Sweet Hearts Dance",1988-09-01,"R","Rotten",50,10,"Spilled",36,1441,"Male",2,6,33,1988,"R"
"m/talk_radio","Talk Radio",1988-12-01,"R","Certified-Fresh",82,49,"Upright",81,6763,"Male",14,19,74,1988,"R"
"m/tapeheads","Tapeheads",1988-10-01,"R","Fresh",60,15,"Spilled",46,4478,"Male",22,32,69,1988,"R"
"m/tequila_sunrise","Tequila Sunrise",1988-12-02,"R","Rotten",52,31,"Spilled",40,27545,"Male",12,16,75,1988,"R"
"m/accidental_tourist","The Accidental Tourist",1988-12-23,"PG","Fresh",81,32,"Upright",60,6208,"Male",8,12,67,1988,"PG"
"m/1000224-accused","The Accused",1988-10-14,"R","Fresh",91,22,"Upright",79,20821,"Male",21,34,62,1988,"R"
"m/the_blob_1988","The Blob",1988-08-05,"R","Fresh",62,26,"Spilled",56,22435,"Male",17,24,71,1988,"R"
"m/blue_iguana","The Blue Iguana",1988-04-22,"R","Rotten",0,6,"Spilled",38,90,"Male",10,14,71,1988,"R"
"m/boost","The Boost",1988-12-23,"R","Rotten",40,10,"Spilled",51,1050,"Male",6,11,55,1988,"R"
"m/couch_trip","The Couch Trip",1988-01-15,"R","Rotten",33,9,"Spilled",45,2775,"Male",22,31,71,1988,"R"
"m/dead_pool","The Dead Pool",1988-07-13,"R","Rotten",55,31,"Spilled",44,19704,"Male",15,18,83,1988,"R"
"m/decline_of_western_civilization_pt_2_the_the_metal_years","The Decline of Western Civilization Part II: The Metal Years",1988-06-17,"R","Fresh",90,10,"Upright",77,2949,"Male",6,8,75,1988,"R"
"m/good_mother","The Good Mother (The Price of Passion)",1988-11-04,"R","Rotten",50,12,"Spilled",29,563,"Male",9,16,56,1988,"R"
"m/great_outdoors","The Great Outdoors",1988-06-17,"PG","Rotten",40,15,"Upright",70,48167,"Male",9,15,60,1988,"PG"
"m/house_on_carroll_street","The House on Carroll Street",1988-01-01,"PG","Fresh",67,6,"Spilled",28,1264,"Male",18,23,78,1988,"PG"
"m/lair_of_the_white_worm","The Lair of the White Worm",1988-01-01,"R","Fresh",67,27,"Spilled",47,6242,"Male",8,15,53,1988,"R"
"m/last_temptation_of_christ","The Last Temptation of Christ",1988-08-12,"R","Certified-Fresh",81,58,"Upright",84,35909,"Male",21,28,75,1988,"R"
"m/milagro_beanfield_war","The Milagro Beanfield War",1988-03-18,"R","Rotten",59,32,"Upright",75,3499,"Male",18,21,86,1988,"R"
"m/the_naked_gun_from_the_files_of_police_squad","The Naked Gun: From the Files of Police Squad!",1988-12-02,"PG-13","Certified-Fresh",88,57,"Upright",84,176871,"Male",6,10,60,1988,"PG-13"
"m/new_adventures_of_pippi_longstocking","The New Adventures of Pippi Longstocking",1988-01-01,"G","Rotten",17,6,"Upright",67,8058,"Male",4,7,57,1988,"G"
"m/presidio","The Presidio",1988-06-10,"R","Rotten",53,15,"Spilled",33,7935,"Male",17,20,85,1988,"R"
"m/prince_of_pennsylvania","The Prince of Pennsylvania",1988-09-11,"R","Rotten",14,7,"Spilled",49,548,"Male",3,6,50,1988,"R"
"m/seventh_sign","The Seventh Sign",1988-04-01,"R","Rotten",15,20,"Spilled",50,16641,"Male",14,20,70,1988,"R"
"m/unbearable_lightness_of_being","The Unbearable Lightness of Being",1988-02-05,"R","Fresh",85,27,"Upright",84,19478,"Male",12,16,75,1988,"R"
"m/they_live","They Live",1988-11-04,"R","Certified-Fresh",86,65,"Upright",79,39140,"Male",11,22,50,1988,"R"
"m/things_change","Things Change",1988-10-21,"PG","Fresh",83,12,"Upright",79,731,"Male",13,15,87,1988,"PG"
"m/to_kill_a_priest","To Kill a Priest",1988-09-07,"R","Fresh",80,5,"Upright",60,489,"Male",15,19,79,1988,"R"
"m/track_29","Track 29",1988-10-01,"R","Fresh",63,8,"Spilled",45,1395,"Male",5,8,62,1988,"R"
"m/tromas_war","Troma's War",1988-12-09,"R","Rotten",20,5,"Upright",61,784,"Male",1,2,50,1988,"R"
"m/tucker_the_man_and_his_dream","Tucker: The Man and His Dream",1988-08-12,"PG","Certified-Fresh",83,42,"Upright",67,7977,"Male",17,22,77,1988,"PG"
"m/1022191-twins","Twins",1988-12-09,"PG","Rotten",43,42,"Spilled",39,204221,"Male",23,31,74,1988,"PG"
"m/u2_rattle_and_hum","U2: Rattle and Hum",1988-11-04,"PG-13","Fresh",62,13,"Upright",86,765,"Male",3,3,100,1988,"PG-13"
"m/1022570-vice_versa","Vice Versa",1988-03-11,"PG","Rotten",43,14,"Spilled",41,8095,"Male",17,23,74,1988,"PG"
"m/who_framed_roger_rabbit","Who Framed Roger Rabbit",1988-06-22,"PG","Certified-Fresh",97,65,"Upright",84,442722,"Male",16,23,70,1988,"PG"
"m/willow","Willow",1988-05-20,"PG","Rotten",51,53,"Upright",79,240849,"Male",10,17,59,1988,"PG"
"m/without_a_clue","Without a Clue",1988-01-01,"PG","Fresh",60,10,"Upright",72,5252,"Male",13,16,81,1988,"PG"
"m/women_on_the_verge_of_a_nervous_breakdown","Women on the Verge of a Nervous Breakdown (Mujeres al Borde de un Ataque de Nervios)",1988-11-11,"R","Fresh",90,30,"Upright",89,22589,"Male",4,10,40,1988,"R"
"m/working_girl","Working Girl",1988-12-20,"R","Certified-Fresh",84,44,"Upright",67,33603,"Male",12,25,48,1988,"R"
"m/young_einstein","Young Einstein",1988-01-01,"PG","Rotten",36,33,"Spilled",50,12132,"Male",5,6,83,1988,"PG"
"m/young_guns","Young Guns",1988-08-12,"R","Rotten",41,37,"Upright",76,62440,"Male",15,17,88,1988,"R"
